id,page,user,date,review
120,25,Anonymous,N/A,"I have just received my order, and it is still packed. I don't know how to call a technician for its installation. Kindly guide.  The AC has been installed and performing quite satisfactorily. Now I have replaced all the three rooms ACs with Dawlence. I am much satisfied with their performance and their services.   I have also purchased Dawlence deep freezer, that is also working very nice. The cooling power is excellent.  .  Energy Efficiency:It is quite energy efficient, specially in Generator mode.  Noise Level:It is noise less.   Color Family:Antique White 0"
121,25,Anonymous,N/A,Perfact packing and delivered in just 2 days. Installed few hours after delivery for free. Good cooling and low power consumption.   Energy Efficiency:10  Cooling Power:7  Noise Level:7  Color Family:Antique White 0
122,25,Anonymous,N/A,very good looking and is in glass finishing where are looking is so good and with proper installation parts and accessories but out dor size is compact I haven’t installed it yet; I’ll install it in the summer and then review it again. Inshallah  Color Family:Antique White 0
123,25,Anonymous,N/A,Cooling Power:  Excellent  Energy Efficiency:  will Get after month Noise Level:  zero  literally i ordered on doubt because no one prefer to use 0.75 ton but finally i got the parcel and next installed it too Its amazing Ac what a cooling mind blowing 12/12 Room size excellent working on 26c Thankyou Dawlance     Color Family:Antique White 1
124,26,Anonymous,N/A,Acha ac hai ye ac 10by10 rom k liye hai lekin mere room ka size 15 by 12 hai phr b Acha kam kr rha hai  Color Family:Antique White 0
125,26,Anonymous,N/A,Ac delivered on time Installation free thi next day install bhe ker k gaye company wlay good experience    Cooling Power:9/10   Energy Efficiency:9/10   Noise Level:zero   Color Family:Antique White 0
126,26,Anonymous,N/A,Cooling Power:10  Energy Efficiency:10  Noise Level:10  what a incredible product in that price range highly recommended for smaller room size   Color Family:Antique White 0
127,26,Anonymous,N/A,"Excellent And Comfortable Experience with Dawlance. The Delivery was very Smooth, The Company's Staff came for Installation Right Next Day.   In terms of Performance, the AC is performing well for a 100 Sq. Feet Room at Ground floor, the Throw is excellent, Very Very Low Noise levels and Air through is Phenomenal.  Fully Recommend in the similar conditions.  Color Family:Antique White 0"
128,26,Anonymous,N/A,Energy Efficiency:when use then sure   Cooling Power:abi  just install kia ha .   Noise Level:No idea yet.  Color Family:Antique White 1
129,27,Anonymous,N/A,ابھی تک لگایا نہیں ہے عیدالفطر کے بعد لگوائوں گا پھر بتائوں گا کہ کیسی پرفارمنگ دے رہا ہے، ایک چیز کا نہائیت افسوس ہے کہ آئوٹڈور یونٹ کی کڈنسر کی جالی والی سائیڈ پر سیفٹی گرل نہیں دی گئی سیلر سے ربطہ کیا تو انہوں نے کہا وہ ہوتی ہی نہیں جبکہ وہ ہر اے سی پر لازمی لگی ہوتی ہے، اگر وہ نہ ہو تو کوئی بھی جانور پرندہ اسکو نقصان پہنچا سکتا ہے، کیونکہ وہ نہایت نازک ہوتی ہے اور یونٹ بھی باہر ہوتا ہے، ابھ مجھے وہ بازار سے خریدنا پڑے گی، اس لئیے کولٹی کے حساب سے 3 اسٹار دوں گا  Color Family:Antique White 1
130,27,Anonymous,N/A,"AC was received in good condition and delivered on time. It is perfect for small rooms and provides good cooling performance. Although it takes a little time to cool the room completely, overall it works very well and is a great choice for small spaces.  Color Family:Antique White 0"
131,27,Anonymous,N/A,Cooling Power:good. i installed  it in 16x16 room.  room temperature is comfortable   Energy Efficiency:suitable for save electricity   Noise Level:zero  Color Family:Antique White 0
132,27,Anonymous,N/A,I have received my parcel. Thanks seller n delivery bhi on time. Also the delivery person was very cooperative.   Color Family:Antique White 0
133,27,Anonymous,N/A,AC is good. Daraz delivery is very efficient well before time. But the installation team did not install properly as AC is dripping water from the front.   Color Family:Antique White 0
134,28,Anonymous,N/A,Best ac. superb fast cooling. works best on low watts. even chill my  12*15 room  thanks daraz. thanks Dawlance.  Energy Efficiency:best  Noise Level:no voice   Cooling Power:superb.  Color Family:Antique White 0
135,28,Anonymous,N/A,I ordered on 2nd June and requested them to do a fast delivery and got my order on 5th June and next day dawlance team installed it..  so far AC is good I am using dawlance T3 1 ton AC of course it is not that powerful but at least yh Mera top room bethnay Kay qabil Bana deta hai   Color Family:Antique White 2
136,28,Anonymous,N/A,"AC is great for a small Room/Office, Cooling is superb and Dawlance after sale service is satisfactory providing Free Installation.  Color Family:Antique White 0"
137,28,Anonymous,N/A,"Cooling Power:very good cooling for small to medium rooms.  Energy Efficiency:it has Gen mode L1 uses only 2Amp.  Noise Level:Just like any other AC.   It also has some antibacterial pads installed. I don't know what is the exact function of them.  Note: Free installation cover one AC hole and AC Installation only. Rest all work is charges, even adjusting the exisitng angle iron for AC foundation.   Color Family:Antique White 0"
138,28,Anonymous,N/A,"The quality and efficiency is awesome in this price is awesome. very compact and beautiful.   Cooling Power:sufficient, one can consider this ac against 1 ton for economical use. air through is good with 4d flow.  Energy Efficiency:fantastic  Noise Level:very low noise  Color Family:Antique White 0"
139,29,Anonymous,N/A,"I ordered a Dawlance AC from Daraz and got the best service. The delivery was done within just 2 days, and the very next day the technician came for installation. Delivery and fitting were completely free, only charges for the angle were taken.  The AC performance is excellent – the different modes are very useful, and the Gen Mode works perfectly. Both the service and the product exceeded my expectations.  Highly recommend Dawlance – excellent service & excellent product!   Color Family:Antique White 0"
140,29,Anonymous,N/A,"Cooling Power:V V good,   v v good cooling, i am using this in 10 by 10 room and its work amazing, using it on 3A lock but cooling is excellent, unbelievable results, thanks dawlance for product like this in very impressive economic rate, Best of luck,   Energy Efficiency:vv good  Noise Level:normal  Color Family:Antique White 0"
141,29,Anonymous,N/A,Cooling Power:  awesome  Free installation done It’s super cool and affordable price Thank you so much   Color Family:Antique White 0
142,29,Anonymous,N/A,"Well Packed, Timely Delivery, But Cooling Power will be checked in the Month of June And July..........  Color Family:Antique White 0"
143,29,Anonymous,N/A,Cooling Power: اسلام علیکم ابھی جبک نہیں کیا تھینک یو دراز ٹائم سے ڈلیوری ہو گئی تھی اور اگلے دن انسٹالیشن کے لیے بھی بندے اگئے تھے اور  Dowlance کی original Product ہے Thanks daraz  Color Family:Antique White 0
144,30,Anonymous,N/A,Cooling Power:10  Energy Efficiency:10  Noise Level:07  Mene kafi Daar k lya tha logon k comments dekhe jis ma wo keh rhe thy ye theek ni ha Cooling ni krtaa or kaafi kch mera room size 10*11 ha usma install kia ha starting ampere 4.5 ha mene 2 Ghanta bad 3  Ampere per set kr dia tha jis k sth Coling b behraren rhi or 2.5 2.6 amperes pr chalta rha   Color Family:قدیم سفید 2
145,30,Anonymous,N/A,this is my 2nd order chote room se average tk k Liye behtreen ac ha ye energy consumption is very low on max high cooling mode 5 amp wo bi pahle 45 min 2nd hour ma 3.5 pe or first hour k bad gen mode select krle to 3 se 2 amp ki low high setting lag jati very good product recommended 💯 👍   Cooling Power:10/10 average room k hisab se zabardast  Energy Efficiency:10/10 very very good on gen mode 1.7 amp at stable  Noise Level:10/10   Color Family:Antique White 0
146,30,Anonymous,N/A,"Received in Good Packaging condition was awesome, not used not opened will install later. Will follow up review after use.  Color Family:Antique White 0"
147,30,Anonymous,N/A,yes Allamdullilha today installed ac in home this is good working also good cooperative team work best quality now   Color Family:Antique White 0
148,30,Anonymous,N/A,Cooling Power:very good on 4 amp  normal  at 2amp if you sitting in front of ac then its ok otherwise i recommend if want to save money use on 3 amp cooling and watts consumption will be good. these details are in 10*12 room. delivery was on time in given time frame. overall good product must recommend on purchasing.  Noise Level:very quite no sound at all.  Energy Efficiency:very effective on electricity take 1kv on full capacity and 850 to 900 watts on 4 amp settings   hope tis details could help others. Note must use a ampere meter with it.  Color Family:Antique White 2
149,31,Anonymous,N/A,Energy Efficiency:  good  Cooling Power:  is low but it’s good enough  Noise Level:  good  all accessory is too good  Color Family:Antique White 0
150,31,Anonymous,N/A,"This is the best decision I have taken regarding the selection of an AC. My room is 12x12 on ground floor. It doesn’t get direct sunlight so I thought this A  would be okay. I bought it, got it installed and finally the moment of truth came. I started it at 16C first with normal operation (no ampere reduction). I started feeling cold. Then I changed the setting to L1 and set the temp to 24 and set the ceiling fan to low. It provided comfortable cooling and used only 400-500 watts. Now, I run it in range 24-27C and it consumes 350-550 watts alongside ceiling fan. I am more than happy with this product.   I hope it stays like this and no issue arises in future.  Color Family:Antique White 0"
151,31,Anonymous,N/A,آج 16 اپریل 2025 کو مجھے یہ اے سی ملا ہے ٹی سی ایس نے میرے گھر پر پہنچایا ہے دروازے تک دے کر گئے ہیں 82 ہزار 900 روپے میں ملا ہے۔اصل قیمت زیادہ ہے لیکن پروموشن ،سیل وغیرہ ڈسکاؤنٹ ڈال کر اسی قیمت میں ملا ہے۔ابھی انسٹال نہیں کیا لیکن ڈیلیوری اچھی ہے باقی اللہ خیر کرے۔۔آمین  Color Family:Antique White 3
152,31,Anonymous,N/A,Good Product.. Fast Delivery Nice Packing.. Worth to Buy. Color Family:Antique White 1
153,31,Anonymous,N/A,best of bests.... highly recommended   Cooling Power:best  Energy Efficiency:best  Noise Level:mid  Color Family:Antique White 0
154,32,Anonymous,N/A,zabardast hai mashAllah c thanks daraz inshAllah ager aise he zabardast parcel received hue tu daraz shopping its good experience Alhumdullillah  Color Family:Antique White 0
155,32,Anonymous,N/A,"AC is good but probably not fit for my room 14x11 , I ordered after seeing reviews that it's working perfectly for similar room sizes but it's clearly not, since installation I have been running it for around 12 hours each day but the only part of the room gets cooled is which is directly in front of AC , through is good but AC is probably for the 10x10 rooms or smaller I don't know how people are posting positive review for rooms around 13x11 or similar sizes stuck with the purchase now anyways Color Family:Antique White 4"
156,32,Anonymous,N/A,"fantastic, economy, quality  All features are nice, fine and above expected.  Glad to get a free installation.  But one thing to mention:The installer in Okara City needs counselling; he never lets the customer feel about availing the facility given by the company rather he imposes his extra charges of fixing the outdoor unit' hanger.... however a nice experience. I hope to enjoy the ac unit in the coming summer... inshallah.  Color Family:Antique White 1"
157,32,Anonymous,N/A,"Good product. Gen mode is great. It will only take 2A, or 440 watts in Gen mode L1. Color Family:Antique White 0"
158,32,Anonymous,N/A,Best for a small room   Cooling Power:best  Energy Efficiency:not sure  Noise Level:no noise   Color Family:Antique White 0
159,33,Anonymous,N/A,Good packaging. Best for small rooms. Most affordable & quality product. Highly recommended.   Color Family:Antique White 0
160,33,Anonymous,N/A,it's price ok h or quality bhi achi h plus free installation bhi hue h or achi cooling kr raha h ac  Color Family:Antique White 0
161,33,Anonymous,N/A,Received the package and it was in fine form the delivery terms were some mess but anyhow I received it the unit is good not tried it yet but it seems good for my 10 x 10 room  Color Family:Antique White 0
162,33,Anonymous,N/A,thank you  daraz its delivered on time thank you dawlance bohat acha hai cooling b achi hai   Color Family:Antique White 0
163,33,Anonymous,N/A,Very good packaging. Best & the most affordable 0.75 Ton Inverter AC in the market so far.   Color Family:Antique White 0
164,34,Anonymous,N/A,buying the same ac 2nd time for my friend as I have been using it for the last 2 years.   Color Family:Antique White 0
165,34,Anonymous,N/A,Best price / Safe & speedy delivery / Free Installation / Super cool performance … what else you are waiting for ?  Color Family:Antique White 0
166,34,Anonymous,N/A,Sara din chala kr b bill 4500 aya... Best for 12x12 room Color Family:Antique White 1
167,34,Anonymous,N/A,Cooling Power:Great  Energy Efficiency:Great  Noise Level:Less  Awesome product to use  Color Family:Antique White 0
168,34,Anonymous,N/A,Cooling Power:very good for 10/10 room  Energy Efficiency:80%  Noise Level:no noise   Color Family:Antique White 0
169,35,Anonymous,N/A,Cooling Power:good dowlance Ac 0.75 ton I like Dil Bhag Bhag ho gay thanks Dowlance   Color Family:Antique White 2
170,35,Anonymous,N/A,Very great product cheap deal and good quality. Consumes little energy around 850 watts and less when temperature is achieved. Color Family:Antique White 0
171,35,Anonymous,N/A,"Product is upto the mark also installation was quick but delivery was pathetic,had to call multiple times after the mentioned time to get it delivered  Color Family:Antique White 0"
172,35,Anonymous,N/A,Alhamdulillah I am satisfied this product  excellent result  Color Family:Antique White 0
173,35,Anonymous,N/A,good ac but dawlance wale thoda slow hain 3 din bad bna aya ac lagane Color Family:Antique White 0
174,36,Anonymous,N/A,"My 2nd order received yesterday and today AC installed, thanks Dawlance and Draz.   Color Family:Antique White 0"
175,36,Anonymous,N/A,One of the best Ac for electricity consumption and good cooling in cheaper price.   Color Family:Antique White 0
176,36,Anonymous,N/A,Cooling Power:really good  Energy Efficiency:very efficient   Noise Level:very low  Color Family:Antique White 0
177,36,Anonymous,N/A,Cooling Power:Abi on kia ha. hawa to thndi dy rha ha  Noise Level:Norml eco frndly  Color Family:Antique White 0
178,36,Anonymous,N/A,"Cooling Power:Welcome to Gboard clipboard, any text you copy will be saved here.   Color Family:Antique White 0"
179,37,Anonymous,N/A,Cooling Power:good  Energy Efficiency:as described amp lock works like a charm.   Color Family:Antique White 0
180,37,Anonymous,N/A,The Packaging was very Awesome.. the product is good and original.. the product i received is as same as shown in the picture  Color Family:Antique White 1
181,37,Anonymous,N/A,Energy Efficiency:enery efficient ha  Noise Level:good  Cooling Power:very good  Color Family:Antique White 0
182,37,Anonymous,N/A,Energy Efficiency:very efficiency's   Cooling Power:normal  Noise Level:normal  Color Family:قدیم سفید 0
183,37,Anonymous,N/A,"I ordered a for my niece, this was my 4th AC order, thanks Dawlance and Draz.  Color Family:Antique White 0"
184,38,Anonymous,N/A,Cooling Power:very nice cooling thanks Daraz for good delivery and dawlance   Color Family:Antique White 0
185,38,Anonymous,N/A,Recommended Item♥️👍🏻  Cooling Power:  Excellent  Energy Efficiency:  Good  Color Family:Antique White 0
186,38,Anonymous,N/A,Looks good. Working fine for me.  Highly recommended for an 8/10 size room.  Color Family:Antique White 0
187,38,Anonymous,N/A,"2nd order... Good product, energy efficient and best for a small room... Color Family:Antique White 1"
188,38,Anonymous,N/A,good AC hai sep ma tou cooling thek ha june july ma use kr k pta chaly ga  Color Family:Antique White 0
189,39,Anonymous,N/A,Cooling Power:very nice cooling thanks Daraz for good delivery and dawlance   Color Family:Antique White 0
190,39,Anonymous,N/A,Recommended Item♥️👍🏻  Cooling Power:  Excellent  Energy Efficiency:  Good  Color Family:Antique White 0
191,39,Anonymous,N/A,Looks good. Working fine for me.  Highly recommended for an 8/10 size room.  Color Family:Antique White 0
192,39,Anonymous,N/A,"2nd order... Good product, energy efficient and best for a small room... Color Family:Antique White 1"
193,39,Anonymous,N/A,good AC hai sep ma tou cooling thek ha june july ma use kr k pta chaly ga  Color Family:Antique White 0
194,40,Anonymous,N/A,Cooling Power:very nice cooling thanks Daraz for good delivery and dawlance   Color Family:Antique White 0
195,40,Anonymous,N/A,Recommended Item♥️👍🏻  Cooling Power:  Excellent  Energy Efficiency:  Good  Color Family:Antique White 0
196,40,Anonymous,N/A,Looks good. Working fine for me.  Highly recommended for an 8/10 size room.  Color Family:Antique White 0
197,40,Anonymous,N/A,"2nd order... Good product, energy efficient and best for a small room... Color Family:Antique White 1"
198,40,Anonymous,N/A,good AC hai sep ma tou cooling thek ha june july ma use kr k pta chaly ga  Color Family:Antique White 0
199,41,Anonymous,N/A,Cooling Power:Pretty good  Energy Efficiency:Not bad  Noise Level:Decent  Color Family:Antique White0
200,41,Anonymous,N/A,Cooling Power:good  Energy Efficiency:good  Noise Level:none  recommended Color Family:Antique White0
201,41,Anonymous,N/A,Cooling Power:Excellent   Energy Efficiency:Excellent   Noise Level:8/10 Color Family:Antique White0
202,41,Anonymous,N/A,Cooling Power:  so good  Energy Efficiency:  average  Noise Level:  8/10 Color Family:Antique White0
203,41,Anonymous,N/A,Masha Allah bhot Acha chal Raha...Aj hi install krwaya...bhot Acha unit hy...Color Family:Antique White0
204,42,Anonymous,N/A,Daraz Service Satisfied Hoon AC Timely Received Ho Gya Hay Daraz ❤️  Color Family:Antique White 1
205,42,Anonymous,N/A,The product is excellent and received within 24 hours. Working fine in 10X12 room. Color Family:Antique White 0
206,42,Anonymous,N/A,very good service and genuine product. good packaging value money thanks.   Color Family:Antique White 0
207,42,Anonymous,N/A,Received.....Abhi Lagaya Nai Jab Lagwao Ga Phir Review Du Ga....😊  Color Family:Antique White 1
208,42,Anonymous,N/A,Product has received on time but we are still awaiting installation team 😔 Color Family:Antique White 0
209,43,Anonymous,N/A,Daraz Service Satisfied Hoon AC Timely Received Ho Gya Hay Daraz ❤️  Color Family:Antique White 1
210,43,Anonymous,N/A,The product is excellent and received within 24 hours. Working fine in 10X12 room. Color Family:Antique White 0
211,43,Anonymous,N/A,very good service and genuine product. good packaging value money thanks.   Color Family:Antique White 0
212,43,Anonymous,N/A,Received.....Abhi Lagaya Nai Jab Lagwao Ga Phir Review Du Ga....😊  Color Family:Antique White 1
213,43,Anonymous,N/A,Product has received on time but we are still awaiting installation team 😔 Color Family:Antique White 0
214,44,Anonymous,N/A,In just 2 days it's delivered. Thanks. No question on brand as its a reliable one.  Color Family:Antique White 0
215,44,Anonymous,N/A,shukar mil gya ab baqi reviews installation k bad inshaAllah   Color Family:Antique White 0
216,44,Anonymous,N/A,recieved but not installed yet .hope it work well.InshaAllah   Color Family:Antique White 0
217,44,Anonymous,N/A,Good product and good installation team. Color Family:Antique White 0
218,44,Anonymous,N/A,Cooling Power:best  Energy Efficiency:best  Noise Level:best  Color Family:Antique White 0
219,45,Anonymous,N/A,In just 2 days it's delivered. Thanks. No question on brand as its a reliable one.  Color Family:Antique White 0
220,45,Anonymous,N/A,shukar mil gya ab baqi reviews installation k bad inshaAllah   Color Family:Antique White 0
221,45,Anonymous,N/A,recieved but not installed yet .hope it work well.InshaAllah   Color Family:Antique White 0
222,45,Anonymous,N/A,Good product and good installation team. Color Family:Antique White 0
223,45,Anonymous,N/A,Cooling Power:best  Energy Efficiency:best  Noise Level:best  Color Family:Antique White 0
224,46,Anonymous,N/A,Very nice ac what a price and delivery amazing thanks Daraz   Color Family:Antique White 0
225,46,Anonymous,N/A,packing bi achi ha Colling bi achi kr filahl aj dosra din ha  Color Family:Antique White 0
226,46,Anonymous,N/A,Cooling Power:best  Energy Efficiency:best  Noise Level:best  Color Family:Antique White 0
227,46,Anonymous,N/A,Cooling Power:best  Energy Efficiency:best  Noise Level:low  Color Family:Antique White 0
228,46,Anonymous,N/A,Cooling Power:best  Energy Efficiency:best  Noise Level:low  Color Family:Antique White 0
229,47,Anonymous,N/A,Cooling Power:good  Energy Efficiency:good  Noise Level:low  Color Family:قدیم سفید 0
230,47,Anonymous,N/A,Cooling Power:best  Energy Efficiency:best  Noise Level:low  Color Family:Antique White 0
231,47,Anonymous,N/A,Cooling Power:best  Energy Efficiency:best  Noise Level:low  Color Family:Antique White 0
232,47,Anonymous,N/A,Cooling Power:best  Energy Efficiency:high  Noise Level:low  Color Family:Antique White 0
233,47,Anonymous,N/A,Cooling Power:best  Energy Efficiency:best  Noise Level:low  Color Family:Antique White 0
234,48,Anonymous,N/A,"AC Behtreen hai, Dawlance ki service ko buhat time lg gya, phr jab banda aya install kr k gya 2-3 din k baad gas leaked but Dawlance walon ny gas phr daldi free. Installation hoty hoty mjy 1 month lg gya... Which is very bad, so make sure things are working and the person who arive is wearing company uniform, ya ksi random logo ko bhej dety for installation. Otherwise AC Cooling is working Great, Alhamdulillah.. Color Family:Antique White 1"
235,48,Anonymous,N/A,Cooling Power:ok   Energy Efficiency:good   Noise Level:1%  Color Family:Antique White 0
236,48,Anonymous,N/A,Cooling Power:  hckyxitdiditxtdykckhlvuuvulgouffoydditdit  Color Family:Antique White 0
237,48,Anonymous,N/A,Noise Level: Bhai is price m to boht aaalllaaa ha.awesome  Color Family:Antique White 0
238,48,Anonymous,N/A,best 0.75 ton AC in market. thank u dawlance and Daraz Pk Color Family:Antique White 0
239,49,Anonymous,N/A,best for small room 12x12 Color Family:Antique White 0
240,49,Anonymous,N/A,Energy Efficiency:very good AC and energy efficient 👍🏻  Color Family:Antique White 0
241,49,Anonymous,N/A,"It's not working fine. we are facing so many issues. its throw is quite less and faced low gas problem even after filling gas, we didn't find any improvement. Maybe it has faults in making. Complained 2nd time and waiting the response from Dawlance. Now, they receive the call and say that our team will visit but their team is not visiting and AC is not working fine.Really disappointed by Dawlence's service It's cooling is worse and noone is visiting us to address the issue despite complaints.  Color Family:Antique White 0"
242,49,Anonymous,N/A,"got delivered, will rewrite review after installation   Color Family:Antique White 0"
243,49,Anonymous,N/A,Energy Efficiency:really good in terms of bill saving   Color Family:Antique White 0
244,50,Anonymous,N/A,"Not installed/used yet but seems good Rs 80,000 is a reasonable price for this Color Family:Antique White 0"
245,50,Anonymous,N/A,Cooling Power:well done  Energy Efficiency:well done  Color Family:Antique White 0
246,50,Anonymous,N/A,perfect product / installation.  Color Family:Antique White 0
247,50,Anonymous,N/A,"Excellent product, well packed and delivered at ISB  Color Family:Antique White 0"
248,50,Anonymous,N/A,Nice and reasonable ac and working is also awesome   Color Family:Antique White 0
249,51,Anonymous,N/A,Packaging was nice and overall AC is perfectly fine  Color Family:قدیم سفید 0
250,51,Anonymous,N/A,Noise Level:  best hy zabardast orlya chayote ap ko  Color Family:Antique White 0
251,51,Anonymous,N/A,Very Reasonable and works so well. Awesome Cooling!  Color Family:Antique White 0
252,51,Anonymous,N/A,"Excellent service by Dawlance, quick installation   Color Family:Antique White 1"
253,51,Anonymous,N/A,Noise Level:original suppplier   timely delivery  Color Family:Antique White 0
254,52,Anonymous,N/A,aj he received howa h use k bad he pta chaly ga   Color Family:Antique White 0
255,52,Anonymous,N/A,Energy Efficiency:good 😊  Cooling Power:good 👍  Color Family:Antique White 1
256,52,Anonymous,N/A,well packed & Delivered in time Color Family:Antique White 0
257,52,Anonymous,N/A,I get dawalnce ac today. hope it will be good.  Color Family:Antique White 0
258,52,Anonymous,N/A,Energy Efficiency: excellant  Noise Level:less  Color Family:Antique White 0
259,53,Anonymous,N/A,Cooling Power:best hy  Energy Efficiency:achi   Color Family:Antique White 0
260,53,Anonymous,N/A,Cooling Power:Perfect   Energy Efficiency:Yes  Color Family:Antique White 0
261,53,Anonymous,N/A,Good. not installed yet but received safely.  Color Family:Antique White 1
262,53,Anonymous,N/A,"ITS good, it was late but still, recommended  Color Family:Antique White 0"
263,53,Anonymous,N/A,xcellent quality product deliver as said Color Family:Antique White 0
264,54,Anonymous,N/A,A right decision made. Dawlence is reliable Color Family:Antique White 0
265,54,Anonymous,N/A,good product and service  Color Family:Antique White 0
266,54,Anonymous,N/A,Good product Amazing products recommended   Color Family:Antique White 0
267,54,Anonymous,N/A,Good 👍😊👍😊 safe. packing delivery fast  Color Family:Antique White 0
268,54,Anonymous,N/A,Nice cooling and great energy efficiency.  Color Family:Antique White 0
269,55,Anonymous,N/A,Ac Acha hai but delivery bht late howa hai Color Family:Antique White 0
270,55,Anonymous,N/A,I am very happy to have it on such price.  Color Family:Antique White 0
271,55,Anonymous,N/A,bhtt acha A c ha zabardast cooling krta ha Satisfied 100% 👍🏻👍🏻 Color Family:Antique White 1
272,55,Anonymous,N/A,Noise Level:zero  Cooling Power:exellent  Color Family:Antique White 0
273,55,Anonymous,N/A,good performance for my office space. compact but powerful  Color Family:Antique White 0
274,56,Anonymous,N/A,good product. delivery on time. thanks   Color Family:Antique White 0
275,56,Anonymous,N/A,Cooling Power:good   Noise Level:all ok  Color Family:Antique White 0
276,56,Anonymous,N/A,behtreen hy thanks daraz and Dawlance   Color Family:قدیم سفید 0
277,56,Anonymous,N/A,Good product for max 10x14 size room  Color Family:Antique White 1
278,56,Anonymous,N/A,very good Quality timely delivery     Color Family:Antique White 0
279,57,Anonymous,N/A,nice sab le lo acha hai or munasib b  Color Family:Antique White 0
280,57,Anonymous,N/A,"hmm behtar quality hai,......abhi   Color Family:Antique White 0"
281,57,Anonymous,N/A,Cooling Power:Best hy is price ma   Color Family:Antique White 0
282,57,Anonymous,N/A,"Nice product, delivered on time.  Color Family:Antique White 0"
283,57,Anonymous,N/A,I received it on time!! Its working perfectly.🙌  Color Family:Antique White 0
284,58,Anonymous,N/A,nice sab le lo acha hai or munasib b  Color Family:Antique White 0
285,58,Anonymous,N/A,"hmm behtar quality hai,......abhi   Color Family:Antique White 0"
286,58,Anonymous,N/A,Cooling Power:Best hy is price ma   Color Family:Antique White 0
287,58,Anonymous,N/A,"Nice product, delivered on time.  Color Family:Antique White 0"
288,58,Anonymous,N/A,I received it on time!! Its working perfectly.🙌  Color Family:Antique White 0
289,59,Anonymous,N/A,Highly recommended  Color Family:Antique White 0
290,59,Anonymous,N/A,Energy Efficiency:excellent   Color Family:Antique White 0
291,59,Anonymous,N/A,Best quality best packing best price best cooling Color Family:Antique White 0
292,59,Anonymous,N/A,Good quality in this price   Color Family:Antique White 0
293,59,Anonymous,N/A,Best in reasonable price   Color Family:Antique White 0
294,60,Anonymous,N/A,Highly recommended  Color Family:Antique White 0
295,60,Anonymous,N/A,Energy Efficiency:excellent   Color Family:Antique White 0
296,60,Anonymous,N/A,Best quality best packing best price best cooling Color Family:Antique White 0
297,60,Anonymous,N/A,Good quality in this price   Color Family:Antique White 0
298,60,Anonymous,N/A,Best in reasonable price   Color Family:Antique White 0
299,61,Anonymous,N/A,Highly recommended  Color Family:Antique White 0
300,61,Anonymous,N/A,Energy Efficiency:excellent   Color Family:Antique White 0
301,61,Anonymous,N/A,Best quality best packing best price best cooling Color Family:Antique White 0
302,61,Anonymous,N/A,Good quality in this price   Color Family:Antique White 0
303,61,Anonymous,N/A,Best in reasonable price   Color Family:Antique White 0
304,62,Anonymous,N/A,Highly recommended  Color Family:Antique White 0
305,62,Anonymous,N/A,Energy Efficiency:excellent   Color Family:Antique White 0
306,62,Anonymous,N/A,Best quality best packing best price best cooling Color Family:Antique White 0
307,62,Anonymous,N/A,Good quality in this price   Color Family:Antique White 0
308,62,Anonymous,N/A,Best in reasonable price   Color Family:Antique White 0
309,63,Anonymous,N/A,Highly recommended  Color Family:Antique White 0
310,63,Anonymous,N/A,Energy Efficiency:excellent   Color Family:Antique White 0
311,63,Anonymous,N/A,Best quality best packing best price best cooling Color Family:Antique White 0
312,63,Anonymous,N/A,Good quality in this price   Color Family:Antique White 0
313,63,Anonymous,N/A,Best in reasonable price   Color Family:Antique White 0
314,64,Anonymous,N/A,Highly recommended  Color Family:Antique White 0
315,64,Anonymous,N/A,Energy Efficiency:excellent   Color Family:Antique White 0
316,64,Anonymous,N/A,Best quality best packing best price best cooling Color Family:Antique White 0
317,64,Anonymous,N/A,Good quality in this price   Color Family:Antique White 0
318,64,Anonymous,N/A,Best in reasonable price   Color Family:Antique White 0
319,65,Anonymous,N/A,Highly recommended  Color Family:Antique White 0
320,65,Anonymous,N/A,Energy Efficiency:excellent   Color Family:Antique White 0
321,65,Anonymous,N/A,Best quality best packing best price best cooling Color Family:Antique White 0
322,65,Anonymous,N/A,Good quality in this price   Color Family:Antique White 0
323,65,Anonymous,N/A,Best in reasonable price   Color Family:Antique White 0
324,66,Anonymous,N/A,Highly recommended  Color Family:Antique White 0
325,66,Anonymous,N/A,Energy Efficiency:excellent   Color Family:Antique White 0
326,66,Anonymous,N/A,Best quality best packing best price best cooling Color Family:Antique White 0
327,66,Anonymous,N/A,Good quality in this price   Color Family:Antique White 0
328,66,Anonymous,N/A,Best in reasonable price   Color Family:Antique White 0
329,67,Anonymous,N/A,delivered. Alhamdulillah  Color Family:Antique White 0
330,67,Anonymous,N/A,"delivery was delayed from the committed timeline.   The unit was defective.  Dawalance service technician incompetent and unable to repair the unit.   Subsequently, the defective part was replaced by dawlance and the unit is working effectively   Color Family:White 15"
331,67,Anonymous,N/A,alhamdolillah mobarak g   Color Family:Antique White 1
332,67,Anonymous,N/A,Cooling Power:very nice  Color Family:Antique White 0
333,67,Anonymous,N/A,Cooling Power:awesome    Color Family:Antique White 0
334,68,Anonymous,N/A,delivered. Alhamdulillah  Color Family:Antique White 0
335,68,Anonymous,N/A,"delivery was delayed from the committed timeline.   The unit was defective.  Dawalance service technician incompetent and unable to repair the unit.   Subsequently, the defective part was replaced by dawlance and the unit is working effectively   Color Family:White 15"
336,68,Anonymous,N/A,alhamdolillah mobarak g   Color Family:Antique White 1
